tentinh,tenxa,loai,matinh,maxa,danso,dientich_km2,trungtam_hc,truoc_sapnhap,kinhdo,vido
thành phố Đà Nẵng,Hòa Vang,xã,21,1919,26712,107.61,"Thôn Dương Lâm 1, xã Hòa Vang","Xã Hòa Phong, Xã Hòa Phú",108.057,15.9875
thành phố Đà Nẵng,Hòa Xuân,phường,21,1922,85580,27.96,"Số 111 đường Hoàng Ngân, phường Hòa Xuân","Phường Hòa Xuân, Xã Hòa Châu, Xã Hòa Phước",108.21,15.9865
thành phố Đà Nẵng,Hoàng Sa,đặc khu,21,3322,9741,305,"Đường Hoàng Sa, phường Sơn Trà",Huyện Hoàng Sa,111.994,16.352
thành phố Đà Nẵng,Hội An,phường,21,1978,37222,10.81,"Số 09 đường Trần Hưng Đạo, phường Hội An","Phường Minh An, Phường Cẩm Phô, Phường Sơn Phong, Phường Cẩm Nam, Xã Cẩm Kim",108.33,15.8697
thành phố Đà Nẵng,Hội An Đông,phường,21,1990,31109,18.22,"Số 456 đường Cửa Đại, phường Hội An Đông,","Phường Cẩm Châu, Phường Cửa Đại, Xã Cẩm Thanh",108.361,15.8821
thành phố Đà Nẵng,Hội An Tây,phường,21,1988,42370,18.09,"Số 54 đường Nguyễn Công Trứ, phường Hội An Tây","Phường Thanh Hà, Phường Tân An, Phường Cẩm An, Xã Cẩm Hà",108.319,15.8966
thành phố Đà Nẵng,Hùng Sơn,xã,21,1971,7958,287.95,"Thôn Arâng, xã Hùng Sơn","Xã Ch’ơm, Xã Gari, Xã Tr’hy, Xã Axan",107.313,15.8034
thành phố Đà Nẵng,Hương Trà,phường,21,2002,33523,14.64,"Số 510 đường Hùng Vương, phường Hương Trà","Phường An Sơn, Phường Hòa Hương, Xã Tam Ngọc",108.494,15.5443
thành phố Đà Nẵng,Khâm Đức,xã,21,1995,9741,161.98,"Số 48 đường Hồ Chí Minh, Xã Khâm Đức","Thị trấn Khâm Đức, Xã Phước Xuân",107.777,15.5124
thành phố Đà Nẵng,La Dêê,xã,21,1972,2930,184.81,"Thôn Đắc Ốc, xã La Dêê","Xã Đắc Tôi, Xã La Dêê",107.446,15.5543
thành phố Đà Nẵng,La Êê,xã,21,1970,2371,243.12,"Thôn Pà Ooi, xã La Êê","Xã Chơ Chun, Xã La Êê",107.351,15.6682
thành phố Đà Nẵng,Lãnh Ngọc,xã,21,1961,14847,161.14,"Thôn 4, Xã Lãnh Ngọc","Xã Tiên Lãnh, Xã Tiên Ngọc, Xã Tiên Hiệp",108.203,15.4416
thành phố Đà Nẵng,Liên Chiểu,phường,21,1965,70628,41.19,"Số 68 đường Lạc Long Quân, phường Liên Chiểu","Phường Hòa Khánh Bắc, Xã Hòa Liên (phần còn lại sau khi sáp nhập vào phường Hải Vân)",108.092,16.0933
thành phố Đà Nẵng,Nam Giang,xã,21,1973,4979,262.94,"Thôn A Bát, xã Chà Vàl","Xã Zuôih, Xã Chà Vàl",107.503,15.6769
thành phố Đà Nẵng,Nam Phước,xã,21,1933,53498,38.85,"Số 468 đường Hùng Vương, xã Nam Phước","Thị trấn Nam Phước, Xã Duy Phước, Xã Duy Vinh",108.277,15.8436
thành phố Đà Nẵng,Nam Trà My,xã,21,1939,7395,178.31,"Thôn 1, xã Nam Trà My","Xã Trà Mai, Xã Trà Don",108.156,15.0796
thành phố Đà Nẵng,Ngũ Hành Sơn,phường,21,1920,115944,40.19,"Số 486 đường Lê Văn Hiến, phường Ngũ Hành Sơn","Phường Mỹ An, Phường Khuê Mỹ, Phường Hòa Hải, Phường Hòa Quý",108.249,15.998
thành phố Đà Nẵng,Nông Sơn,xã,21,1986,21018,112.53,"Thôn Trung Hạ, xã Nông Sơn","Thị trấn Trung Phước, Xã Quế Lộc",108.092,15.7076
thành phố Đà Nẵng,Núi Thành,xã,21,1998,69406,124.75,"Khối 3, xã Núi Thành","Thị trấn Núi Thành, Xã Tam Quang, Xã Tam Nghĩa, Xã Tam Hiệp, Xã Tam Giang",108.65,15.4481
thành phố Đà Nẵng,Phú Ninh,xã,21,1956,26954,131.35,"Thôn Cây Sanh, xã Phú Ninh","Xã Tam Dân, Xã Tam Đại, Xã Tam Lãnh",108.427,15.47
thành phố Đà Nẵng,Phú Thuận,xã,21,1987,27575,130.89,"Số 204 Đường ĐH4.ĐL, xã Phú Thuận","Xã Đại Tân, Xã Đại Thắng, Xã Đại Chánh, Xã Đại Thạnh",108.004,15.7841
thành phố Đà Nẵng,Phước Chánh,xã,21,2009,4466,107.56,"Thôn 3, xã Phước Chánh","Xã Phước Công, Xã Phước Chánh",107.802,15.3235
thành phố Đà Nẵng,Phước Hiệp,xã,21,1943,4529,340.05,"Thôn 1, xã Phước Hiệp","Xã Phước Hòa, Xã Phước Hiệp",107.921,15.4671
thành phố Đà Nẵng,Phước Năng,xã,21,2008,8452,257.1,"Thôn 2, xã Phước Năng","Xã Phước Đức, Xã Phước Mỹ, Xã Phước Năng",107.732,15.3793
thành phố Đà Nẵng,Phước Thành,xã,21,2007,4651,286.65,"Thôn 2, xã Phước Thành","Xã Phước Lộc, Xã Phước Kim, Xã Phước Thành",107.881,15.302
thành phố Đà Nẵng,Phước Trà,xã,21,1944,6933,196.22,"Thôn Trà Sơn, xã Phước Trà","Xã Sông Trà, Xã Phước Gia, Xã Phước Trà",108.059,15.4767
thành phố Đà Nẵng,Quảng Phú,phường,21,1936,29401,36.21,"Khối phố Phú Thạnh, Phường Quảng Phú","Phường An Phú, Xã Tam Thanh, Xã Tam Phú",108.514,15.5924
thành phố Đà Nẵng,Quế Phước,xã,21,1994,14162,359.11,"Thôn Bình Yên, xã Quế Phước","Xã Quế Lâm, Xã Phước Ninh, Xã Ninh Phước",107.955,15.6484
thành phố Đà Nẵng,Quế Sơn,xã,21,1950,34122,94.1,"Số 02 đường Tôn Đức Thắng, xã Quế Sơn","Thị trấn Đông Phú, Xã Quế Minh, Xã Quế An, Xã Quế Long, Xã Quế Phong",108.189,15.6614
thành phố Đà Nẵng,Quế Sơn Trung,xã,21,1931,33300,111.37,"Thôn Phước Dương, xã Quế Sơn Trung","Xã Quế Mỹ, Xã Quế Hiệp, Xã Quế Thuận, Xã Quế Châu",108.261,15.7212
thành phố Đà Nẵng,Sơn Cẩm Hà,xã,21,1952,17608,118.75,"Thôn Cẩm Tây, xã Sơn Cẩm Hà","Xã Tiên Sơn, Xã Tiên Hà, Xã Tiên Châu",108.264,15.5412
thành phố Đà Nẵng,Sơn Trà,phường,21,1964,86890,56.03,"Số 06 đường Nguyễn Phan Vinh, phường Sơn Trà","Phường Thọ Quang, Phường Nại Hiên Đông, Phường Mân Thái",108.265,16.1191
thành phố Đà Nẵng,Sông Kôn,xã,21,1975,8746,212.94,"Thôn Ra Lang, xã Sông Kôn","Xã A Ting, Xã Jơ Ngây, Xã Sông Kôn",107.783,15.9751
thành phố Đà Nẵng,Sông Vàng,xã,21,1923,7024,183.63,"Thôn Ban Mai, Xã Sông Vàng","Xã Tư, Xã Ba",107.908,15.9926
thành phố Đà Nẵng,Tam Anh,xã,21,2000,31026,68.84,"Thôn Nam Định, xã Tam Anh","Xã Tam Hòa, Xã Tam Anh Bắc, Xã Tam Anh Nam",108.581,15.4907
thành phố Đà Nẵng,Tam Hải,xã,21,1999,10312,13.32,"thôn Tân Lập, xã Tam Hải",Không sáp nhập,108.657,15.4884
thành phố Đà Nẵng,Tam Kỳ,phường,21,1997,44075,8.36,"Số 70 đường Hùng Vương, phường Tam Kỳ","Phường An Mỹ, Phường An Xuân, Phường Trường Xuân",108.479,15.5581
thành phố Đà Nẵng,Tam Mỹ,xã,21,1958,18064,173.14,"Thôn Tịnh Sơn, xã Tam Mỹ","Xã Tam Mỹ Đông, Xã Tam Mỹ Tây, Xã Tam Trà",108.547,15.3693
thành phố Đà Nẵng,Tam Xuân,xã,21,2001,42834,66.92,"Thôn Phú Khê, xã Tam Xuân","Xã Tam Xuân I, Xã Tam Xuân II, Xã Tam Tiến",108.538,15.5348
thành phố Đà Nẵng,Tân Hiệp,xã,21,3323,2614,16.43,"Thôn Bãi Làng, xã Tân Hiệp",Không sáp nhập,108.517,15.9527
thành phố Đà Nẵng,Tây Giang,xã,21,1969,8629,400.45,"Thôn Agrồng, xã Tây Giang","Xã Atiêng, Xã Dang, Xã Anông, Xã Lăng",107.484,15.8516
thành phố Đà Nẵng,Tây Hồ,xã,21,1954,35493,75.67,"Thôn Cẩm Khê, xã Tây Hồ","Xã Tam An, Xã Tam Thành, Xã Tam Phước, Xã Tam Lộc",108.383,15.5884
thành phố Đà Nẵng,Thăng An,xã,21,1929,51988,80.98,"Thôn Nam Hà, xã Thăng An","Xã Bình Triều, Xã Bình Giang, Xã Bình Đào, Xã Bình Minh, Xã Bình Dương",108.395,15.779
thành phố Đà Nẵng,Thăng Bình,xã,21,1928,54415,68.91,"Số 282 đường Tiểu La, xã Thăng Bình","Thị trấn Hà Lam, Xã Bình Nguyên, Xã Bình Quý, Xã Bình Phục",108.354,15.7226
thành phố Đà Nẵng,Thăng Điền,xã,21,1934,42280,61.59,"Thôn Kế Xuyên 2, xã Thăng Điền","Xã Bình An, Xã Bình Trung, Xã Bình Tú",108.412,15.6675
thành phố Đà Nẵng,Thăng Phú,xã,21,1955,17266,60.5,"Thôn Tú Trà, xã Thăng Phú","Xã Bình Phú, Xã Bình Quế",108.348,15.6325
thành phố Đà Nẵng,Thăng Trường,xã,21,2003,24803,63.79,"Thôn Bình Trúc, xã Thăng Trường","Xã Bình Nam, Xã Bình Hải, Xã Bình Sa",108.462,15.6811
thành phố Đà Nẵng,Thạnh Bình,xã,21,1962,24775,100.89,"Thôn 5, xã Thạnh Bình","Xã Tiên Lập, Xã Tiên Lộc, Xã Tiên An, Xã Tiên Cảnh",108.323,15.4388
thành phố Đà Nẵng,Thanh Khê,phường,21,1947,201240,7.92,"Số 503 đường Trần Cao Vân, phường Thanh Khê","Phường Xuân Hà, Phường Chính Gián, Phường Thạc Gián, Phường Thanh Khê Tây, Phường Thanh Khê Đông",108.203,16.0697
thành phố Đà Nẵng,Thạnh Mỹ,xã,21,1927,9072,207.28,"Thôn Mực, xã Thạnh Mỹ",Thị trấn Thạnh Mỹ,107.77,15.776
thành phố Đà Nẵng,Thu Bồn,xã,21,1979,36909,108.77,"Thôn Phú Lạc, xã Thu Bồn","Xã Duy Châu, Xã Duy Hoà, Xã Duy Phú, Xã Duy Tân",108.112,15.7926
thành phố Đà Nẵng,Thượng Đức,xã,21,1924,22520,216.37,"Thôn Tân Hà, xã Thượng Đức","Xã Đại Lãnh, Xã Đại Hưng, Xã Đại Sơn",107.89,15.8463
thành phố Đà Nẵng,Tiên Phước,xã,21,1953,28137,74.63,"Số 81 đường Huỳnh Thúc Kháng, xã Tiên Phước","Thị trấn Tiên Kỳ, Xã Tiên Mỹ, Xã Tiên Phong, Xã Tiên Thọ",108.345,15.5043
thành phố Đà Nẵng,Trà Đốc,xã,21,1996,10475,233.61,"Thôn 2, xã Trà Đốc","Xã Trà Bui, Xã Trà Đốc",108.068,15.3532
thành phố Đà Nẵng,Trà Giáp,xã,21,2004,5939,121.55,"Thôn 2, xã Trà Giáp","Xã Trà Ka, Xã Trà Giáp",108.258,15.1964
thành phố Đà Nẵng,Trà Leng,xã,21,2006,6586,221.15,Thôn 2 xã Trà Leng,"Xã Trà Dơn, Xã Trà Leng",108.009,15.2399
thành phố Đà Nẵng,Trà Liên,xã,21,1957,7052,178.15,"Thôn Định Yên, xã Trà Liên","Xã Trà Đông, Xã Trà Nú, Xã Trà Kót",108.37,15.3478
thành phố Đà Nẵng,Trà Linh,xã,21,1941,7088,158.19,"Thôn 3, Xã Trà Linh","Xã Trà Nam, Xã Trà Linh",108.056,15.0158
thành phố Đà Nẵng,Trà My,xã,21,1960,19956,130.6,"Thôn Dương Hoà, xã Trà My","Thị trấn Trà My, Xã Trà Sơn, Xã Trà Giang, Xã Trà Dương",108.235,15.3491
thành phố Đà Nẵng,Trà Tân,xã,21,2005,6293,183.08,"Thôn 1, xã Trà Tân","Xã Trà Giác, Xã Trà Tân",108.185,15.2636
thành phố Đà Nẵng,Trà Tập,xã,21,1940,8384,183.17,"Thôn 1, Xã Trà Tập","Xã Trà Cang, Xã Trà Tập",108.06,15.1313
thành phố Đà Nẵng,Trà Vân,xã,21,1938,5342,85.58,"Thôn 2, Xã Trà Vân","Xã Trà Vinh, Xã Trà Vân",108.21,15.0889
thành phố Đà Nẵng,Việt An,xã,21,2010,26196,150.17,"Thôn Việt An, xã Việt An","Xã Thăng Phước, Xã Bình Sơn, Xã Quế Thọ, Xã Bình Lâm",108.172,15.5729
thành phố Đà Nẵng,Vu Gia,xã,21,1985,27649,25.12,"Thôn Lâm Yên, xã Vu Gia","Xã Đại Phong, Xã Đại Minh, Xã Đại Cường",108.069,15.8522
thành phố Đà Nẵng,Xuân Phú,xã,21,1932,37083,51.99,"Thôn Mộc Bài, xã Xuân Phú","Thị trấn Hương An, Xã Quế Xuân 1, Xã Quế Xuân 2, Xã Quế Phú",108.302,15.7904
